"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","date","RowId","y"
"23","admin.","single","high.school","no","no","no","cellular","may","fri","13","8","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35291","no"
"60","retired","divorced","high.school","unknown","no","no","cellular","may","fri","781","4","999","2","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35292","no"
"34","blue-collar","married","professional.course","no","yes","yes","cellular","may","fri","128","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35293","no"
"32","self-employed","single","high.school","no","yes","yes","cellular","may","fri","67","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35294","no"
"34","admin.","single","university.degree","no","yes","no","cellular","may","fri","266","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35295","no"
"27","technician","single","professional.course","no","no","no","cellular","may","fri","411","6","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35296","no"
"42","management","married","university.degree","no","no","no","cellular","may","fri","391","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35297","no"
"27","admin.","single","basic.6y","no","yes","no","telephone","may","fri","195","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35298","no"
"34","admin.","single","high.school","no","no","yes","telephone","may","fri","74","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35299","no"
"20","technician","single","professional.course","unknown","no","no","cellular","may","fri","232","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35300","no"
"34","admin.","married","high.school","no","yes","no","cellular","may","fri","340","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35301","no"
"34","blue-collar","divorced","basic.9y","no","yes","no","telephone","may","fri","350","8","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35302","no"
"49","self-employed","married","high.school","no","no","no","cellular","may","fri","309","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35303","no"
"39","technician","single","high.school","no","no","no","cellular","may","fri","12","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35304","no"
"26","blue-collar","married","basic.9y","no","no","no","cellular","may","fri","136","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35305","no"
"51","blue-collar","single","illiterate","unknown","yes","no","cellular","may","fri","259","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35306","no"
"29","admin.","single","university.degree","no","yes","no","cellular","may","fri","223","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35307","no"
"29","technician","single","university.degree","no","yes","yes","cellular","may","fri","215","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35308","no"
"31","admin.","single","basic.9y","no","yes","yes","cellular","may","fri","156","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35309","no"
"43","entrepreneur","married","professional.course","no","no","no","cellular","may","fri","233","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35310","no"
"26","blue-collar","single","basic.9y","no","no","no","cellular","may","fri","59","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35311","no"
"29","admin.","single","university.degree","unknown","yes","no","cellular","may","fri","104","10","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35312","no"
"30","admin.","single","university.degree","no","no","no","telephone","may","fri","49","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35313","no"
"37","services","divorced","basic.4y","no","no","no","cellular","may","fri","167","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35314","no"
"28","blue-collar","single","basic.9y","no","yes","no","cellular","may","fri","113","6","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35315","no"
"51","admin.","married","high.school","no","yes","yes","cellular","may","fri","1002","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35316","no"
"21","student","single","university.degree","no","yes","no","cellular","may","fri","48","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35317","no"
"30","technician","married","basic.9y","no","yes","no","cellular","may","fri","54","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35318","no"
"47","technician","divorced","university.degree","no","no","no","cellular","may","fri","306","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35319","no"
"32","admin.","single","university.degree","no","no","no","cellular","may","fri","61","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35320","no"
"24","services","single","high.school","no","yes","yes","cellular","may","fri","20","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35321","no"
"23","technician","single","high.school","no","yes","no","cellular","may","fri","16","5","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35322","no"
"43","admin.","married","high.school","no","no","no","cellular","may","fri","880","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35323","no"
"35","blue-collar","married","basic.6y","no","no","no","cellular","may","fri","69","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35324","no"
"33","blue-collar","married","basic.6y","no","no","no","cellular","may","fri","218","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35325","no"
"50","blue-collar","married","basic.6y","no","yes","no","cellular","may","fri","18","6","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35326","no"
"27","blue-collar","single","basic.9y","no","yes","no","cellular","may","fri","47","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35327","no"
"41","admin.","single","high.school","no","yes","no","cellular","may","fri","333","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35328","no"
"41","blue-collar","single","basic.9y","no","no","no","cellular","may","fri","102","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35329","no"
"29","admin.","single","high.school","no","no","no","cellular","may","fri","64","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35330","no"
"34","admin.","single","university.degree","no","no","no","cellular","may","fri","101","4","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35331","no"
"32","admin.","single","university.degree","no","no","no","cellular","may","fri","800","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35332","no"
"37","technician","single","professional.course","no","yes","no","cellular","may","fri","131","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35333","no"
"38","entrepreneur","married","basic.9y","no","yes","yes","cellular","may","fri","476","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35334","no"
"32","self-employed","married","professional.course","no","no","yes","telephone","may","fri","65","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35335","no"
"37","management","married","university.degree","no","no","no","cellular","may","fri","262","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35336","no"
"47","blue-collar","married","high.school","no","yes","no","cellular","may","fri","934","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35337","no"
"26","entrepreneur","married","professional.course","no","no","no","telephone","may","fri","75","10","999","2","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35338","no"
"22","services","single","high.school","no","no","no","cellular","may","fri","51","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35339","no"
"33","blue-collar","divorced","basic.9y","no","yes","yes","cellular","may","fri","208","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35340","no"
"32","technician","single","professional.course","no","no","no","cellular","may","fri","53","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35341","no"
"34","technician","single","university.degree","no","no","no","cellular","may","fri","162","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35342","no"
"32","blue-collar","married","basic.9y","no","yes","no","cellular","may","fri","34","11","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35343","no"
"32","blue-collar","married","basic.9y","no","yes","yes","cellular","may","fri","73","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35344","no"
"26","technician","single","professional.course","no","no","no","cellular","may","fri","22","8","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35345","no"
"49","blue-collar","married","basic.9y","no","no","no","cellular","may","fri","172","2","9","2","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35346","no"
"52","self-employed","divorced","university.degree","no","yes","no","telephone","may","fri","258","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35347","no"
"37","admin.","single","high.school","no","no","yes","cellular","may","fri","71","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35348","no"
"32","blue-collar","single","basic.9y","no","yes","no","cellular","may","fri","11","8","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35349","no"
"32","self-employed","single","high.school","no","yes","yes","cellular","may","fri","93","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35350","no"
"30","blue-collar","single","basic.6y","no","no","no","cellular","may","fri","92","4","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35351","no"
"25","blue-collar","single","basic.9y","no","yes","no","cellular","may","fri","655","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35352","no"
"29","admin.","single","high.school","no","no","no","cellular","may","fri","138","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35353","no"
"57","blue-collar","married","basic.9y","unknown","yes","no","cellular","may","fri","432","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35354","no"
"34","management","divorced","unknown","no","yes","no","cellular","may","fri","200","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35355","no"
"29","blue-collar","married","basic.6y","no","yes","no","cellular","may","fri","69","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35356","no"
"33","entrepreneur","married","university.degree","no","yes","no","cellular","may","fri","204","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35357","yes"
"43","blue-collar","divorced","basic.9y","unknown","yes","yes","cellular","may","fri","25","5","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35358","no"
"23","blue-collar","single","basic.4y","no","yes","no","cellular","may","fri","28","8","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35359","no"
"24","services","single","basic.9y","no","yes","yes","cellular","may","fri","68","4","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35360","no"
"27","admin.","married","professional.course","no","yes","no","cellular","may","fri","109","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35361","no"
"29","blue-collar","divorced","basic.4y","no","yes","no","cellular","may","fri","1223","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35362","no"
"23","blue-collar","single","professional.course","no","yes","no","cellular","may","fri","136","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35363","no"
"53","admin.","married","high.school","no","no","no","cellular","may","fri","101","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35364","no"
"43","admin.","married","high.school","no","yes","no","cellular","may","fri","126","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35365","no"
"34","blue-collar","single","basic.9y","no","no","no","telephone","may","fri","137","7","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35366","no"
"39","blue-collar","married","basic.4y","no","unknown","unknown","telephone","may","fri","155","6","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35367","no"
"53","blue-collar","divorced","basic.9y","no","yes","no","cellular","may","fri","509","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35368","no"
"37","admin.","divorced","high.school","no","no","no","cellular","may","fri","143","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35369","no"
"27","blue-collar","single","basic.9y","no","no","no","cellular","may","fri","641","6","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35370","no"
"34","blue-collar","single","basic.6y","unknown","yes","no","cellular","may","fri","415","4","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35371","no"
"54","management","married","university.degree","no","no","no","cellular","may","fri","104","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35372","no"
"31","services","married","high.school","no","yes","no","cellular","may","fri","211","6","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35373","no"
"27","technician","married","university.degree","no","yes","no","cellular","may","fri","131","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35374","no"
"28","entrepreneur","married","basic.9y","unknown","no","no","cellular","may","fri","22","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35375","no"
"34","admin.","single","high.school","no","no","no","cellular","may","fri","15","9","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35376","no"
"29","admin.","married","high.school","no","yes","no","cellular","may","fri","1871","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35377","no"
"24","services","single","high.school","no","yes","yes","cellular","may","fri","69","2","999","2","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35378","no"
"28","admin.","single","university.degree","no","yes","yes","cellular","may","fri","63","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35379","no"
"25","blue-collar","single","high.school","no","no","no","cellular","may","fri","1068","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35380","no"
"58","admin.","divorced","high.school","unknown","no","no","cellular","may","fri","315","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35381","no"
"42","blue-collar","married","basic.4y","no","yes","no","cellular","may","fri","58","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35382","no"
"43","blue-collar","married","high.school","no","no","no","cellular","may","fri","22","8","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35383","no"
"50","entrepreneur","married","high.school","no","yes","yes","cellular","may","fri","1326","6","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35384","no"
"34","blue-collar","married","basic.4y","unknown","no","no","cellular","may","fri","149","7","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35385","no"
"22","admin.","single","basic.9y","no","yes","yes","cellular","may","fri","34","10","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35386","no"
"33","technician","single","university.degree","no","no","no","cellular","may","fri","204","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35387","no"
"48","blue-collar","married","basic.9y","no","no","no","cellular","may","fri","44","9","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35388","no"
"47","entrepreneur","married","university.degree","no","no","no","cellular","may","fri","376","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35389","no"
"38","blue-collar","divorced","basic.4y","unknown","no","no","cellular","may","fri","31","5","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35390","no"
"40","technician","married","university.degree","no","yes","yes","cellular","may","fri","133","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35391","no"
"35","blue-collar","divorced","basic.9y","no","yes","no","cellular","may","fri","439","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35392","no"
"32","technician","single","unknown","no","yes","yes","cellular","may","fri","157","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35393","no"
"32","admin.","single","unknown","no","yes","yes","cellular","may","fri","38","7","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35394","no"
"45","entrepreneur","divorced","university.degree","no","no","no","telephone","may","fri","462","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35395","no"
"32","admin.","single","professional.course","no","yes","yes","telephone","may","fri","73","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35396","no"
"26","services","married","high.school","no","yes","no","cellular","may","fri","104","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35397","no"
"43","blue-collar","single","high.school","no","no","no","cellular","may","fri","504","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35398","no"
"25","blue-collar","single","basic.9y","no","no","no","cellular","may","fri","121","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35399","no"
"39","technician","married","professional.course","no","no","no","cellular","may","fri","49","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35400","no"
"37","services","divorced","professional.course","no","no","no","cellular","may","fri","258","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35401","no"
"41","management","married","unknown","no","yes","no","cellular","may","fri","163","5","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35402","no"
"24","admin.","single","basic.9y","no","yes","no","telephone","may","fri","12","6","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35403","no"
"28","services","single","basic.9y","no","no","yes","cellular","may","fri","126","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35404","no"
"28","technician","single","university.degree","no","no","yes","telephone","may","fri","166","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35405","no"
"25","admin.","single","university.degree","no","yes","no","cellular","may","fri","11","7","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35406","no"
"43","blue-collar","divorced","basic.9y","unknown","yes","no","cellular","may","fri","59","4","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35407","no"
"31","technician","single","university.degree","no","yes","no","cellular","may","fri","1313","7","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35408","no"
"50","admin.","single","high.school","no","no","yes","cellular","may","fri","623","8","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35409","no"
"26","admin.","single","high.school","no","yes","no","cellular","may","fri","157","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35410","no"
"30","admin.","divorced","university.degree","no","yes","no","cellular","may","fri","1598","4","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35411","no"
"42","self-employed","married","professional.course","unknown","no","no","cellular","may","fri","385","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35412","no"
"33","admin.","single","high.school","no","no","no","cellular","may","fri","57","11","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35413","no"
"55","technician","married","professional.course","no","no","yes","cellular","may","fri","543","3","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35414","no"
"35","technician","divorced","professional.course","no","no","no","cellular","may","fri","692","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","2017-05-10T10:00:00","35415","no"
"45","blue-collar","single","high.school","unknown","no","yes","cellular","may","mon","102","5","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35416","no"
"32","technician","married","professional.course","no","no","no","cellular","may","mon","20","6","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35417","no"
"25","student","single","high.school","no","yes","no","cellular","may","mon","59","2","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35418","no"
"41","unemployed","married","professional.course","no","yes","no","telephone","may","mon","33","5","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35419","no"
"50","housemaid","married","basic.9y","no","yes","no","cellular","may","mon","126","2","999","1","failure","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35420","no"
"39","technician","single","professional.course","no","yes","no","cellular","may","mon","87","5","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35421","no"
"38","technician","single","professional.course","no","yes","no","telephone","may","mon","15","7","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35422","no"
"42","technician","single","university.degree","no","no","no","cellular","may","mon","45","4","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35423","no"
"41","admin.","single","high.school","no","no","no","cellular","may","mon","722","4","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35424","no"
"45","blue-collar","single","high.school","unknown","no","no","cellular","may","mon","9","4","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35425","no"
"48","admin.","divorced","university.degree","no","no","no","cellular","may","mon","17","5","999","1","failure","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35426","no"
"41","blue-collar","married","basic.9y","no","yes","no","cellular","may","mon","7","6","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35427","no"
"41","admin.","divorced","professional.course","no","no","no","cellular","may","mon","16","10","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35428","no"
"38","technician","single","professional.course","no","no","no","cellular","may","mon","201","5","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35429","no"
"41","admin.","married","university.degree","unknown","no","no","cellular","may","mon","113","2","999","1","failure","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35430","no"
"25","admin.","single","university.degree","no","no","no","cellular","may","mon","8","5","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35431","no"
"45","blue-collar","single","high.school","unknown","yes","no","cellular","may","mon","8","7","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35432","no"
"44","blue-collar","single","basic.9y","no","yes","no","cellular","may","mon","536","2","999","1","failure","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35433","no"
"29","admin.","divorced","professional.course","no","yes","yes","cellular","may","mon","58","6","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35434","no"
"48","admin.","divorced","university.degree","no","yes","no","cellular","may","mon","28","6","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35435","no"
"49","blue-collar","divorced","professional.course","no","yes","no","cellular","may","mon","11","10","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35436","no"
"57","technician","divorced","basic.6y","no","unknown","unknown","cellular","may","mon","9","5","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35437","no"
"36","admin.","married","high.school","unknown","no","no","cellular","may","mon","899","3","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35438","no"
"49","blue-collar","divorced","professional.course","no","no","no","cellular","may","mon","17","8","999","1","failure","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35439","no"
"57","services","married","high.school","no","yes","yes","cellular","may","mon","473","3","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35440","no"
"36","admin.","married","high.school","unknown","no","no","cellular","may","mon","11","14","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35441","no"
"38","admin.","single","university.degree","no","no","no","cellular","may","mon","114","4","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35442","no"
"22","technician","single","unknown","no","yes","no","cellular","may","mon","106","5","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35443","no"
"43","admin.","single","high.school","no","yes","no","cellular","may","mon","159","3","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35444","no"
"31","technician","single","high.school","unknown","yes","yes","cellular","may","mon","17","6","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35445","no"
"42","management","divorced","university.degree","no","no","no","cellular","may","mon","359","5","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35446","no"
"38","technician","single","professional.course","no","yes","no","cellular","may","mon","17","7","999","1","failure","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35447","no"
"39","self-employed","married","high.school","no","no","no","cellular","may","mon","11","8","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35448","no"
"52","blue-collar","married","basic.9y","unknown","yes","no","cellular","may","mon","70","3","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35449","no"
"38","admin.","single","university.degree","no","yes","yes","telephone","may","mon","193","4","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35450","no"
"31","admin.","married","university.degree","no","no","no","cellular","may","mon","116","4","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35451","no"
"41","blue-collar","married","basic.9y","no","no","no","cellular","may","mon","157","5","999","0","nonexistent","-1.8","92.893","-46.2","1.244","5099.1","2017-05-10T10:00:00","35452","no"
