"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","date","RowId","y"
"36","blue-collar","divorced","basic.6y","no","yes","no","cellular","may","wed","197","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31321","no"
"28","technician","single","professional.course","no","no","no","cellular","may","wed","687","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31322","no"
"51","entrepreneur","single","basic.9y","no","no","yes","cellular","may","wed","89","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31323","no"
"32","admin.","married","high.school","no","yes","yes","cellular","may","wed","231","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31324","no"
"32","blue-collar","married","basic.9y","no","yes","yes","cellular","may","wed","230","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31325","no"
"41","blue-collar","married","basic.4y","no","yes","yes","cellular","may","wed","389","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31326","no"
"40","admin.","married","basic.9y","unknown","yes","yes","cellular","may","wed","323","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31327","no"
"34","admin.","single","high.school","no","yes","yes","cellular","may","wed","125","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31328","no"
"46","services","married","high.school","no","no","no","cellular","may","wed","174","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31329","no"
"49","technician","married","university.degree","no","yes","no","cellular","may","wed","89","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31330","no"
"58","blue-collar","married","basic.4y","unknown","yes","yes","cellular","may","wed","74","2","999","2","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31331","no"
"41","blue-collar","single","basic.9y","no","no","yes","cellular","may","wed","540","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31332","no"
"44","blue-collar","married","basic.9y","unknown","no","no","cellular","may","wed","181","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31333","no"
"45","blue-collar","married","basic.4y","unknown","no","no","cellular","may","wed","193","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31334","no"
"44","blue-collar","married","basic.6y","no","no","no","cellular","may","wed","288","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31335","no"
"37","admin.","married","university.degree","no","no","no","cellular","may","wed","305","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31336","no"
"33","blue-collar","married","basic.9y","no","no","no","cellular","may","wed","353","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31337","no"
"47","blue-collar","married","basic.9y","unknown","no","no","cellular","may","wed","169","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31338","no"
"47","blue-collar","married","basic.9y","unknown","no","no","cellular","may","wed","139","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31339","no"
"54","management","divorced","university.degree","no","yes","no","cellular","may","wed","127","2","12","1","success","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31340","no"
"37","blue-collar","married","basic.9y","no","yes","no","cellular","may","wed","204","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31341","no"
"33","admin.","married","high.school","no","yes","no","cellular","may","wed","137","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31342","no"
"35","admin.","married","professional.course","no","yes","no","cellular","may","wed","827","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31343","no"
"31","blue-collar","married","basic.4y","unknown","yes","no","cellular","may","wed","150","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31344","no"
"36","admin.","single","basic.6y","no","yes","no","cellular","may","wed","402","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31345","no"
"27","admin.","married","high.school","no","yes","no","cellular","may","wed","319","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31346","no"
"35","blue-collar","divorced","basic.9y","no","yes","no","cellular","may","wed","203","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31347","no"
"39","blue-collar","married","basic.6y","no","no","no","cellular","may","wed","109","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31348","no"
"38","blue-collar","unknown","high.school","no","no","no","cellular","may","wed","311","1","6","1","success","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31349","no"
"39","blue-collar","married","basic.6y","no","no","no","cellular","may","wed","110","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31350","no"
"42","blue-collar","divorced","high.school","unknown","yes","no","cellular","may","wed","175","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31351","no"
"34","admin.","divorced","university.degree","no","no","no","cellular","may","wed","207","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31352","no"
"33","entrepreneur","married","university.degree","unknown","yes","no","cellular","may","wed","92","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31353","no"
"52","admin.","single","unknown","unknown","yes","no","cellular","may","wed","147","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31354","no"
"33","admin.","married","high.school","no","yes","no","telephone","may","wed","48","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31355","no"
"37","blue-collar","married","basic.4y","no","yes","no","cellular","may","wed","164","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31356","no"
"52","admin.","single","unknown","unknown","no","no","cellular","may","wed","321","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31357","no"
"31","management","single","high.school","no","no","no","cellular","may","wed","90","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31358","no"
"34","admin.","married","high.school","no","no","no","cellular","may","wed","191","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31359","no"
"37","services","married","high.school","no","yes","no","cellular","may","wed","130","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31360","no"
"37","services","married","high.school","no","no","no","cellular","may","wed","317","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31361","no"
"34","admin.","married","university.degree","no","no","no","cellular","may","wed","138","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31362","no"
"33","admin.","single","university.degree","no","yes","no","cellular","may","wed","194","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31363","no"
"28","technician","married","professional.course","no","no","no","cellular","may","wed","550","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31364","no"
"34","admin.","married","high.school","no","no","yes","cellular","may","wed","811","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31365","no"
"36","admin.","single","basic.6y","no","yes","no","telephone","may","wed","125","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31366","no"
"33","blue-collar","married","basic.9y","unknown","no","no","cellular","may","wed","430","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31367","no"
"53","admin.","married","university.degree","unknown","yes","no","cellular","may","wed","124","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31368","no"
"54","blue-collar","married","high.school","no","yes","yes","cellular","may","wed","184","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31369","no"
"27","services","single","high.school","unknown","yes","no","cellular","may","wed","124","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31370","no"
"40","blue-collar","married","basic.6y","unknown","yes","no","cellular","may","wed","182","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31371","no"
"38","blue-collar","married","high.school","unknown","yes","no","cellular","may","wed","118","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31372","no"
"48","blue-collar","married","basic.4y","no","no","no","cellular","may","wed","79","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31373","no"
"37","blue-collar","married","basic.9y","unknown","no","no","cellular","may","wed","138","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31374","no"
"29","technician","single","professional.course","no","no","yes","cellular","may","wed","289","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31375","no"
"39","blue-collar","divorced","basic.9y","unknown","no","no","cellular","may","wed","482","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31376","no"
"36","technician","single","professional.course","unknown","no","no","cellular","may","wed","654","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31377","no"
"29","admin.","single","university.degree","no","no","no","cellular","may","wed","198","2","999","2","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31378","no"
"35","blue-collar","married","basic.9y","no","no","no","cellular","may","wed","145","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31379","no"
"33","blue-collar","single","basic.9y","no","yes","no","cellular","may","wed","116","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31380","no"
"35","blue-collar","married","basic.9y","unknown","yes","yes","cellular","may","wed","500","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31381","no"
"29","services","married","high.school","unknown","unknown","unknown","cellular","may","wed","141","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31382","no"
"48","blue-collar","married","basic.9y","unknown","yes","no","cellular","may","wed","68","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31383","no"
"44","admin.","married","high.school","no","yes","no","cellular","may","wed","346","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31384","no"
"40","blue-collar","married","basic.9y","unknown","yes","yes","cellular","may","wed","131","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31385","no"
"51","blue-collar","married","basic.9y","unknown","yes","yes","cellular","may","wed","220","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31386","no"
"36","blue-collar","married","basic.9y","no","yes","no","cellular","may","wed","181","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31387","no"
"37","housemaid","married","basic.6y","unknown","yes","yes","cellular","may","wed","756","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31388","no"
"41","blue-collar","married","basic.9y","no","no","no","cellular","may","wed","309","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31389","no"
"54","technician","divorced","university.degree","no","no","no","cellular","may","wed","91","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31390","no"
"33","services","married","high.school","no","yes","yes","cellular","may","wed","323","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31391","no"
"30","admin.","single","university.degree","no","no","no","cellular","may","wed","82","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31392","no"
"51","admin.","divorced","high.school","no","yes","yes","cellular","may","wed","316","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31393","no"
"39","blue-collar","married","basic.9y","no","no","no","cellular","may","wed","283","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31394","no"
"24","student","single","basic.9y","no","no","no","cellular","may","wed","133","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31395","no"
"51","admin.","single","university.degree","no","yes","yes","cellular","may","wed","120","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31396","no"
"48","blue-collar","married","basic.9y","no","yes","yes","cellular","may","wed","189","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31397","no"
"58","blue-collar","single","basic.9y","no","yes","no","cellular","may","wed","127","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31398","no"
"53","blue-collar","married","professional.course","unknown","yes","no","cellular","may","wed","251","4","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31399","no"
"27","technician","single","university.degree","no","yes","yes","cellular","may","wed","754","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31400","no"
"37","blue-collar","single","professional.course","no","no","no","cellular","may","wed","84","2","999","2","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31401","no"
"33","blue-collar","married","basic.6y","unknown","no","no","cellular","may","wed","320","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31402","no"
"39","unemployed","married","basic.9y","no","yes","no","cellular","may","wed","222","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31403","no"
"28","self-employed","single","university.degree","no","no","no","cellular","may","wed","554","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31404","no"
"32","blue-collar","married","basic.9y","no","no","no","cellular","may","wed","302","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31405","no"
"52","blue-collar","married","basic.4y","unknown","no","no","cellular","may","wed","239","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31406","no"
"51","entrepreneur","single","basic.9y","no","yes","no","cellular","may","wed","396","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31407","no"
"58","self-employed","married","unknown","unknown","no","no","cellular","may","wed","250","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31408","no"
"33","technician","married","professional.course","unknown","no","no","cellular","may","wed","167","3","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31409","no"
"40","housemaid","divorced","high.school","no","yes","no","cellular","may","wed","136","3","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31410","no"
"37","housemaid","married","basic.6y","unknown","no","no","cellular","may","wed","322","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31411","no"
"32","technician","single","professional.course","no","yes","no","cellular","may","wed","97","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31412","no"
"42","blue-collar","married","basic.4y","no","no","no","cellular","may","wed","206","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31413","no"
"37","admin.","single","university.degree","no","no","no","cellular","may","wed","51","4","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31414","no"
"35","services","single","high.school","no","no","no","cellular","may","wed","281","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31415","no"
"34","housemaid","married","high.school","unknown","yes","yes","cellular","may","wed","17","4","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31416","no"
"39","management","married","university.degree","unknown","no","no","cellular","may","wed","825","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31417","no"
"30","admin.","divorced","high.school","no","yes","no","telephone","may","wed","62","4","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31418","no"
"28","admin.","single","high.school","no","yes","yes","cellular","may","wed","253","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31419","no"
"48","entrepreneur","married","basic.9y","unknown","no","no","cellular","may","wed","487","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31420","no"
"49","admin.","married","university.degree","no","no","no","cellular","may","wed","155","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31421","no"
"33","admin.","single","university.degree","no","yes","no","cellular","may","wed","96","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31422","no"
"34","blue-collar","married","basic.9y","no","yes","no","cellular","may","wed","311","3","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31423","no"
"51","blue-collar","married","basic.9y","no","yes","no","telephone","may","wed","90","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31424","no"
"30","management","single","high.school","no","no","yes","cellular","may","wed","402","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31425","no"
"51","blue-collar","married","basic.9y","unknown","no","yes","cellular","may","wed","22","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31426","no"
"33","services","married","high.school","no","yes","no","cellular","may","wed","89","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31427","no"
"36","technician","single","professional.course","unknown","yes","no","cellular","may","wed","228","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31428","no"
"34","admin.","married","high.school","no","no","no","cellular","may","wed","350","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31429","no"
"34","technician","divorced","professional.course","no","yes","no","telephone","may","wed","175","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31430","no"
"28","blue-collar","married","basic.9y","no","no","no","cellular","may","wed","549","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31431","no"
"36","blue-collar","married","basic.9y","no","no","no","cellular","may","wed","133","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31432","no"
"32","technician","married","professional.course","no","yes","yes","cellular","may","wed","160","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31433","no"
"43","management","married","university.degree","no","yes","no","cellular","may","wed","192","1","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31434","no"
"32","technician","divorced","basic.9y","no","yes","yes","cellular","may","wed","103","3","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31435","no"
"46","services","married","high.school","unknown","no","no","cellular","may","wed","765","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31436","no"
"40","blue-collar","married","unknown","no","yes","no","cellular","may","wed","88","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31437","no"
"30","admin.","divorced","high.school","no","yes","no","cellular","may","wed","422","1","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31438","no"
"47","blue-collar","married","basic.9y","no","yes","yes","cellular","may","wed","74","6","999","2","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31439","no"
"34","admin.","married","university.degree","no","no","no","telephone","may","wed","149","4","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31440","no"
"30","services","single","high.school","unknown","yes","no","cellular","may","wed","70","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31441","no"
"29","blue-collar","single","professional.course","no","yes","no","cellular","may","wed","87","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31442","no"
"41","blue-collar","married","basic.9y","no","yes","no","cellular","may","wed","233","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31443","no"
"43","blue-collar","married","basic.4y","unknown","yes","no","cellular","may","wed","28","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31444","no"
"52","admin.","single","unknown","unknown","no","yes","cellular","may","wed","346","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31445","no"
"46","management","married","university.degree","unknown","yes","yes","cellular","may","wed","172","4","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31446","no"
"35","services","married","basic.9y","no","yes","no","cellular","may","wed","523","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31447","no"
"36","management","single","university.degree","no","yes","yes","cellular","may","wed","147","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31448","no"
"54","management","divorced","university.degree","no","yes","yes","cellular","may","wed","265","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31449","no"
"54","technician","divorced","university.degree","no","yes","no","cellular","may","wed","57","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31450","no"
"40","services","married","high.school","no","no","no","cellular","may","wed","246","4","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31451","no"
"39","blue-collar","single","basic.9y","unknown","yes","no","cellular","may","wed","82","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31452","no"
"33","entrepreneur","single","high.school","no","yes","yes","cellular","may","wed","328","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31453","no"
"37","admin.","single","high.school","no","no","no","cellular","may","wed","151","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31454","no"
"33","management","married","university.degree","no","yes","no","cellular","may","wed","85","4","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31455","no"
"51","management","divorced","university.degree","no","no","no","cellular","may","wed","345","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31456","no"
"34","blue-collar","married","basic.6y","no","no","no","cellular","may","wed","168","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31457","no"
"36","entrepreneur","married","university.degree","no","yes","no","cellular","may","wed","239","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31458","no"
"52","services","married","basic.6y","no","yes","no","cellular","may","wed","169","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31459","no"
"58","retired","married","basic.4y","no","yes","no","cellular","may","wed","358","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31460","no"
"31","blue-collar","single","high.school","no","yes","no","cellular","may","wed","116","2","999","2","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31461","no"
"35","blue-collar","married","basic.9y","no","yes","no","cellular","may","wed","222","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31462","no"
"33","technician","married","university.degree","no","no","no","cellular","may","wed","1489","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31463","no"
"33","entrepreneur","married","basic.9y","no","no","no","cellular","may","wed","349","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31464","no"
"30","services","married","high.school","unknown","no","yes","cellular","may","wed","102","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31465","no"
"41","admin.","single","university.degree","no","no","yes","cellular","may","wed","593","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31466","no"
"36","blue-collar","single","high.school","no","no","yes","cellular","may","wed","1347","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31467","no"
"28","admin.","single","university.degree","no","yes","no","cellular","may","wed","69","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31468","no"
"36","technician","single","university.degree","no","no","no","cellular","may","wed","307","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31469","no"
"31","blue-collar","married","basic.9y","unknown","no","no","cellular","may","wed","242","2","999","2","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31470","no"
"37","self-employed","divorced","university.degree","no","no","no","cellular","may","wed","143","3","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31471","no"
"39","blue-collar","married","basic.9y","no","no","no","cellular","may","wed","129","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31472","no"
"42","blue-collar","married","basic.6y","no","no","no","cellular","may","wed","320","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31473","no"
"31","blue-collar","married","basic.6y","unknown","yes","no","cellular","may","wed","290","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31474","no"
"44","unemployed","married","basic.9y","no","yes","no","cellular","may","wed","206","2","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31475","no"
"38","self-employed","married","basic.9y","no","no","no","cellular","may","wed","270","4","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31476","no"
"48","entrepreneur","married","basic.6y","no","no","no","cellular","may","wed","1369","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31477","no"
"35","technician","married","professional.course","no","yes","no","cellular","may","wed","456","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31478","no"
"41","blue-collar","married","basic.4y","unknown","no","yes","cellular","may","wed","17","3","999","2","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31479","no"
"49","services","single","high.school","no","no","yes","cellular","may","wed","231","2","999","1","failure","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31480","no"
"28","admin.","married","high.school","no","yes","no","cellular","may","wed","293","3","999","0","nonexistent","-1.8","92.893","-46.2","1.334","5099.1","2017-05-10T10:00:00","31481","no"
