age,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,date,RowId
36,married,basic.6y,no,yes,no,telephone,may,thu,64,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1294
49,married,basic.4y,no,yes,no,telephone,may,thu,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1295
35,married,professional.course,unknown,yes,no,telephone,may,thu,156,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1296
34,single,high.school,no,no,no,telephone,may,thu,63,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1297
31,married,basic.9y,no,no,no,telephone,may,thu,362,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1298
42,married,university.degree,unknown,yes,no,telephone,may,thu,712,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1299
39,married,basic.6y,no,yes,no,telephone,may,thu,338,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1300
33,married,university.degree,no,yes,no,telephone,may,thu,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1301
38,married,high.school,no,no,yes,telephone,may,thu,446,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1302
30,divorced,university.degree,unknown,no,no,telephone,may,thu,249,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1303
31,divorced,professional.course,no,yes,no,telephone,may,thu,176,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1304
39,married,university.degree,no,no,no,telephone,may,thu,1007,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1305
37,married,unknown,unknown,yes,no,telephone,may,thu,266,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1306
48,married,basic.4y,unknown,no,no,telephone,may,thu,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1307
32,married,high.school,no,no,no,telephone,may,thu,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1308
48,married,basic.6y,no,yes,no,telephone,may,thu,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1309
37,single,university.degree,no,yes,no,telephone,may,thu,237,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1310
37,single,university.degree,no,no,no,telephone,may,thu,500,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1311
26,divorced,basic.6y,no,no,no,telephone,may,thu,186,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1312
33,married,high.school,unknown,no,no,telephone,may,thu,96,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1313
54,married,university.degree,no,yes,no,telephone,may,thu,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1314
37,married,basic.9y,unknown,yes,no,telephone,may,thu,364,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1315
35,married,university.degree,no,yes,yes,telephone,may,thu,477,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1316
45,married,university.degree,no,no,no,telephone,may,thu,319,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1317
33,single,high.school,no,yes,no,telephone,may,thu,789,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1318
54,married,university.degree,no,no,no,telephone,may,thu,513,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes,2016-05-10T10:00:00,1319
37,married,basic.4y,no,no,yes,telephone,may,thu,280,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1320
35,married,basic.9y,unknown,no,no,telephone,may,thu,170,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1321
33,divorced,basic.6y,unknown,yes,no,telephone,may,thu,365,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1322
49,married,professional.course,no,no,no,telephone,may,thu,63,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1323
43,married,university.degree,no,yes,no,telephone,may,thu,159,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1324
43,married,university.degree,no,no,no,telephone,may,thu,177,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1325
39,married,basic.6y,no,no,no,telephone,may,thu,108,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1326
47,married,basic.9y,no,yes,no,telephone,may,thu,194,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1327
30,divorced,high.school,no,no,no,telephone,may,thu,366,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1328
51,divorced,university.degree,no,yes,no,telephone,may,thu,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1329
59,married,basic.6y,no,yes,no,telephone,may,thu,166,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1330
31,married,basic.9y,no,yes,no,telephone,may,thu,141,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1331
39,married,university.degree,no,yes,no,telephone,may,thu,168,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1332
43,married,basic.6y,unknown,no,no,telephone,may,thu,468,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1333
30,married,basic.9y,unknown,yes,no,telephone,may,thu,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1334
37,married,professional.course,no,no,no,telephone,may,thu,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1335
42,married,basic.6y,no,no,no,telephone,may,thu,352,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1336
37,married,professional.course,no,yes,yes,telephone,may,thu,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1337
37,divorced,university.degree,no,yes,no,telephone,may,thu,93,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1338
37,single,basic.6y,unknown,yes,no,telephone,may,thu,288,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1339
36,single,basic.6y,no,no,no,telephone,may,thu,218,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1340
48,married,basic.9y,no,yes,yes,telephone,may,thu,289,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1341
43,married,high.school,no,no,no,telephone,may,thu,130,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1342
28,married,basic.6y,no,no,no,telephone,may,thu,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1343
30,divorced,high.school,no,yes,no,telephone,may,thu,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1344
60,married,basic.4y,no,yes,no,telephone,may,thu,442,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1345
31,married,basic.9y,no,no,no,telephone,may,thu,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1346
38,married,university.degree,no,no,no,telephone,may,thu,166,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1347
50,married,high.school,no,yes,no,telephone,may,thu,756,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes,2016-05-10T10:00:00,1348
36,married,basic.9y,no,yes,no,telephone,may,thu,342,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1349
50,married,professional.course,no,no,no,telephone,may,thu,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1350
54,married,basic.4y,unknown,no,yes,telephone,may,thu,108,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1351
33,married,university.degree,no,no,no,telephone,may,thu,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1352
20,single,high.school,no,no,no,telephone,may,thu,238,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1353
24,married,basic.9y,unknown,yes,no,telephone,may,thu,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1354
28,single,unknown,no,yes,no,telephone,may,thu,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1355
55,married,basic.4y,no,yes,no,telephone,may,thu,14,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1356
25,married,high.school,no,no,no,telephone,may,thu,250,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1357
41,married,basic.9y,unknown,yes,no,telephone,may,thu,161,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1358
39,married,basic.6y,no,yes,no,telephone,may,thu,269,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1359
27,married,basic.9y,no,yes,no,telephone,may,thu,491,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1360
27,married,basic.9y,no,no,no,telephone,may,thu,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1361
34,married,basic.6y,unknown,yes,yes,telephone,may,thu,26,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1362
25,single,professional.course,no,no,no,telephone,may,thu,22,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1363
48,married,university.degree,unknown,yes,no,telephone,may,thu,293,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1364
36,single,basic.6y,no,no,no,telephone,may,thu,989,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1365
36,married,basic.9y,no,no,no,telephone,may,thu,147,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1366
27,married,basic.9y,no,no,yes,telephone,may,thu,1170,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1367
45,married,university.degree,no,yes,yes,telephone,may,thu,807,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1368
28,married,basic.6y,unknown,yes,no,telephone,may,thu,347,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1369
30,single,basic.6y,unknown,yes,no,telephone,may,thu,58,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1370
43,married,basic.4y,no,no,no,telephone,may,thu,534,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1371
32,single,high.school,no,unknown,unknown,telephone,may,thu,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1372
29,single,basic.9y,no,no,no,telephone,may,thu,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1373
35,married,basic.9y,no,no,no,telephone,may,thu,343,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1374
43,married,high.school,no,yes,no,telephone,may,thu,152,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1375
35,married,basic.9y,no,no,no,telephone,may,thu,461,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1376
36,married,high.school,no,yes,no,telephone,may,thu,389,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1377
36,married,high.school,no,no,no,telephone,may,thu,90,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1378
48,married,high.school,unknown,no,no,telephone,may,thu,314,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1379
38,single,basic.4y,unknown,no,no,telephone,may,thu,28,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1380
38,single,basic.9y,unknown,no,no,telephone,may,thu,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1381
45,married,high.school,no,yes,no,telephone,may,thu,103,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1382
35,married,professional.course,no,no,yes,telephone,may,thu,32,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1383
42,married,high.school,unknown,no,yes,telephone,may,thu,252,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1384
56,married,basic.4y,unknown,no,no,telephone,may,thu,20,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1385
30,married,professional.course,no,no,no,telephone,may,thu,369,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1386
45,married,basic.4y,unknown,yes,no,telephone,may,thu,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1387
39,single,high.school,unknown,no,no,telephone,may,thu,302,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1388
36,married,basic.6y,unknown,no,no,telephone,may,thu,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1389
32,married,university.degree,unknown,no,yes,telephone,may,thu,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1390
29,single,high.school,no,no,no,telephone,may,thu,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1391
34,married,basic.9y,no,no,no,telephone,may,thu,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1392
36,single,basic.6y,no,no,no,telephone,may,thu,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1393
33,married,high.school,unknown,no,no,telephone,may,thu,234,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1394
43,married,basic.4y,no,no,no,telephone,may,thu,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1395
31,married,basic.6y,no,no,no,telephone,may,thu,2087,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes,2016-05-10T10:00:00,1396
35,married,basic.6y,no,no,no,telephone,may,thu,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1397
42,married,university.degree,no,no,no,telephone,may,thu,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1398
35,married,basic.6y,no,no,no,telephone,may,thu,245,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1399
44,married,basic.4y,unknown,no,no,telephone,may,thu,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1400
36,divorced,professional.course,no,yes,no,telephone,may,thu,223,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1401
47,married,university.degree,no,no,no,telephone,may,thu,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1402
59,married,professional.course,unknown,no,no,telephone,may,thu,206,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1403
29,single,high.school,unknown,unknown,unknown,telephone,may,thu,242,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1404
30,single,high.school,no,no,no,telephone,may,thu,66,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1405
38,married,basic.9y,unknown,no,no,telephone,may,thu,173,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1406
45,single,university.degree,no,no,no,telephone,may,thu,477,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1407
28,single,university.degree,no,no,no,telephone,may,thu,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1408
37,married,basic.4y,no,no,no,telephone,may,thu,219,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1409
38,married,basic.6y,no,yes,yes,telephone,may,thu,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1410
28,single,basic.9y,no,yes,yes,telephone,may,thu,376,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1411
31,divorced,professional.course,no,yes,yes,telephone,may,thu,453,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1412
37,married,basic.4y,no,yes,no,telephone,may,thu,151,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1413
36,divorced,university.degree,no,no,no,telephone,may,thu,767,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1414
54,married,basic.9y,no,yes,no,telephone,may,thu,200,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1415
53,married,basic.6y,unknown,no,yes,telephone,may,thu,298,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1416
43,married,basic.9y,no,yes,no,telephone,may,thu,305,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1417
49,married,high.school,no,no,yes,telephone,may,thu,627,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1418
32,divorced,professional.course,no,no,no,telephone,may,thu,242,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1419
36,married,high.school,no,yes,no,telephone,may,thu,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1420
50,single,basic.9y,unknown,yes,yes,telephone,may,thu,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1421
51,divorced,basic.9y,no,no,no,telephone,may,thu,119,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1422
38,married,basic.4y,no,yes,no,telephone,may,thu,403,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1423
44,married,professional.course,no,no,no,telephone,may,thu,626,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1424
29,married,high.school,no,no,no,telephone,may,thu,12,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1425
46,divorced,basic.6y,no,no,no,telephone,may,thu,266,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1426
32,divorced,basic.4y,no,unknown,unknown,telephone,may,thu,23,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1427
43,divorced,basic.4y,unknown,no,no,telephone,may,thu,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1428
53,married,university.degree,no,no,no,telephone,may,thu,10,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1429
43,married,basic.6y,unknown,no,no,telephone,may,thu,301,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1430
35,single,basic.4y,no,no,yes,telephone,may,thu,240,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1431
49,divorced,basic.9y,no,yes,no,telephone,may,thu,312,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1432
35,married,basic.6y,unknown,yes,no,telephone,may,thu,224,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1433
40,single,professional.course,no,no,no,telephone,may,thu,202,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1434
29,divorced,high.school,no,no,no,telephone,may,thu,144,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1435
43,married,basic.4y,unknown,no,no,telephone,may,thu,263,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1436
47,married,basic.6y,no,no,no,telephone,may,thu,543,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1437
38,married,university.degree,unknown,no,no,telephone,may,thu,257,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1438
48,married,professional.course,no,yes,no,telephone,may,thu,237,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1439
53,married,high.school,unknown,yes,no,telephone,may,thu,23,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1440
53,married,university.degree,no,yes,no,telephone,may,thu,209,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1441
51,married,basic.9y,unknown,yes,no,telephone,may,thu,1178,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes,2016-05-10T10:00:00,1442
35,married,basic.9y,no,yes,yes,telephone,may,thu,442,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1443
31,divorced,high.school,no,yes,no,telephone,may,thu,1120,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes,2016-05-10T10:00:00,1444
46,married,basic.4y,no,no,no,telephone,may,thu,186,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1445
28,married,basic.6y,unknown,yes,yes,telephone,may,thu,318,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1446
38,married,basic.9y,unknown,yes,no,telephone,may,thu,617,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1447
28,single,university.degree,no,yes,no,telephone,may,thu,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1448
50,married,professional.course,no,yes,no,telephone,may,thu,275,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1449
32,single,university.degree,no,no,no,telephone,may,thu,81,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1450
31,divorced,basic.4y,no,yes,no,telephone,may,thu,74,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1451
39,married,basic.9y,unknown,no,no,telephone,may,thu,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1452
41,married,basic.9y,no,no,yes,telephone,may,thu,261,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1453
31,married,high.school,no,yes,yes,telephone,may,thu,151,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1454
54,married,basic.9y,unknown,no,yes,telephone,may,thu,422,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1455
34,married,basic.6y,unknown,no,yes,telephone,may,thu,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1456
51,married,high.school,unknown,yes,no,telephone,may,thu,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1457
45,single,basic.9y,no,no,no,telephone,may,thu,78,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1458
32,divorced,high.school,no,no,yes,telephone,may,thu,15,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1459
28,married,university.degree,no,no,yes,telephone,may,thu,352,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1460
40,married,university.degree,no,yes,no,telephone,may,thu,345,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1461
55,divorced,university.degree,no,yes,no,telephone,may,thu,230,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1462
41,single,university.degree,no,no,no,telephone,may,thu,296,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1463
57,divorced,high.school,unknown,no,yes,telephone,may,thu,185,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1464
44,married,high.school,no,yes,no,telephone,may,thu,181,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1465
29,single,high.school,unknown,yes,no,telephone,may,thu,133,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1466
38,single,university.degree,no,no,no,telephone,may,thu,335,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1467
34,married,basic.4y,no,yes,no,telephone,may,thu,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1468
36,single,university.degree,no,yes,no,telephone,may,thu,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1469
39,divorced,high.school,no,yes,no,telephone,may,thu,956,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1470
30,married,basic.9y,no,yes,yes,telephone,may,thu,166,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,2016-05-10T10:00:00,1471
